Complaint ID,Date Received,Banking Product,Department,Issue ID,Complaint Description,State,ZIP,Bank Response
CID79269343,6/15/2023,Credit card or prepaid card,Credit Cards,I_4015796,bank abc credit card opened name xxxxxx<NUM><NUM> contacted bank abc xxxxxx<NUM><NUM> reported fraud shut card closed account order credit card removed credit report also needed file complaint,Pennsylvania,19355,Closed with non-monetary relief
,6/15/2023,Mortgage,Mortgage,,problem xxxxxxxx xxxxxxxx requested multiple time extension deferral effort multiple people different day met reluctance dismissal people spoke to xxxx xxxx xxxx others ive received nothing writing showing request processed almost like bofa representative trained process request extension deferral force homeowner foreclosure horrible customer service whatever want nothing,,30047,Closed with monetary relief
CID79525771,6/15/2023,Checking or savings account,CASA,I_2611782,xxxxxxxx xxxx received email bank abc boa stating atmdebit card may part compromise undisclosed merchant promptly checked checking account later morning noticed three consecutive unauthorized atm withdrawal <NUM><NUM><NUM><NUM><NUM> totaling <NUM><NUM><NUM><NUM><NUM> unauthorized transaction occurred xxxxxxxx present year promptly contacted boa later morning dispute charge fraudulent transaction xxxxxxxx boa gave account temporary credit <NUM><NUM><NUM><NUM><NUM> along sending new debitatm card xxxxxxxx boa stated reversing credit stating charge authorized made someone permission use card account research team used information provided claim account history monthly account statement sent you investigation done wholeheartedly good faith find astounding bank would notify someone potential compromise hold responsible boa failing reference first time boa debit card compromised,California,94544,Closed with monetary relief
CID76010547,6/15/2023,"Money transfer, virtual currency, or money service",Remittance,I_1514870,xxxxxx<NUM><NUM> received several call caller id cell phone bank abc phone vet could answer called back sitting hold xx minute called back answered asked trying send <NUM><NUM><NUM><NUM><NUM><NUM> xxxx xxxx north carolina xxxx xxxx said no also got text thing replied no gentleman adapt time proceeded tell information bank knew address exactly much money account phone number verify called bank abc line assisted adding phone number back onto xxxx account taken off point said money back account within <NUM><NUM> hour caught early <NUM><NUM> day fraud department next morning money account therefore called bank abc finding actually scam explained use phone number walked stepbystep add number back onto xxxx soon hung phone received yet another text message stating sent <NUM><NUM><NUM><NUM><NUM><NUM> xxxx xxxx called bank abc freight fraud department said working wednesday monday call bank abc yet xxxx spoke xxxx xxxx location called spoke xxxx claim <NUM><NUM> day could even get backon thursday xxxx xxxx pm spoke xxxx texas finally gave claim number point told expedited told still received correlation xxxx bank abc regard matter told contact ic<NUM> put claim so monday xxxx call bank abc still update point told would <NUM><NUM> <NUM><NUM> day explained bill take care also take care handicapped sister shes taken care could trouble law said sorry called yet wednesday xxxx explaining already contacted guy process im sorry along fdic medium still got response anybody borrow money xxxx xxxx could buy grocery told <NUM><NUM> <NUM><NUM> hour decide theyll even give emergency fund spoke manager xxxx girl xxxx sent yet texas say still may get money back please help bank abc xxxx,South Carolina,29687,Closed with monetary relief
,6/15/2023,Checking or savings account,CASA,I_6431567,xxxxxx<NUM><NUM> requested bank abc fraud claim department go nearest branch identify due identity compromised xxxxxx<NUM><NUM> submitted claim cfpb addressing concern branch malpractice negligence company responded xxxxxx<NUM><NUM> addressing fraud happened bank abc account company failed address malpractice mentioned visited branch xxxxxx<NUM><NUM> company reached regarding concern banking negligence,California,,Closed with explanation
,6/15/2023,Credit card or prepaid card,Credit Cards,I_4703066,receive email notification new visa card replacement card charged <NUM><NUM><NUM><NUM><NUM> merchant xxxx xxxx around xxxx<NUM><NUM> without knowledge approval contacted boa determine xxxx able obtain new credit card information file merchant response information obtained account updater program something knew nothing about requested account updater program disabled credit card boa said service offered visa contact order disable service contacted visa account updater program disabled said possible sure legal would seem merchant control credit card information totally unacceptable,Texas,,Closed with explanation
,,Mortgage,Mortgage,,received phone call someone named xxxx escalation department explained purpose home retention department keep people home purpose homeowner assistance fund also keep people home dismissed concern said still information home assistance fund bofa thats separate department said make sense response feel way saying minimize concern process got impression everyone bofa could care less there sense urgency get paycheck tell customer feel way fact stated bofa computer share information regard status mortgage assistance ie homeowner assistance fund send email conclusion system set bank abcn home retention communicate department handling home owner assistance program negatively impact homeowner knowing bank hot market perhaps homeowner living xxxx rising home price lot equity like myself done force homeowner foreclosure bank take bank sell profit would bank policy place left hand surface saying help stay home right hand xxxx help u get back track delay allowed share information status pending monies approval,Georgia,30047,
CID54903099,6/15/2023,Mortgage,Mortgage,I_5523963,due covid easily requested approved forbearance mortgage bank abc originated xxxxxxxx throughout first xx month thexx month forbearance period occasional communication b a checkins would refer them short routine xxxx xxxx xxxx apparently relationship manager one calling month so spoke xxxx xxxx got detail discussing option would end xx month forbearance option pay full amount front add end mortgage due balloon payment call hud apply hardest hit could work something else give clear cut answer option listed paperwork would send every month specifically rate reduction case lock current rate xxxx remaining time current loan want go full loan modification never waivered that xxxx someone different b would call nearly every day always providing phone number xxxx xxxx provided could never seem get ahold xxxx xxxx every person spoke gave different information ask financial difficulty due covid provide hud phone number may qualify mortgage assistance hardest hit fund speech read every time finally explained hhf closed application xxxx please stop giving information misleading also called hud provided <NUM> phone number local mortgage counselor none could assist guide answer question point xxxx xxxx already agreed term <NUM><NUM><NUM><NUM><NUM><NUM> month remaining life loan defer missed payment end received paperwork sign verbiage conflicting called answered returned call countless time asking ratepayment would change representative initially saying would change <NUM><NUM><NUM><NUM><NUM><NUM> explaining mortgage rate change every xxxxxxxx continue so said no said sure told go loan modification etc said would call back answer xxxxxxxx xxxx told would send agreement expect within <NUM><NUM> day time already process ca mortgage relief receive anything b xxxxxxxx offer loan modification <NUM><NUM> year <NUM><NUM> immediately called spoke xxxx rude full way push someone else told would need speak xxxx xxxx direct line paperwork available calling xxxx xxxx xxxx spent countless hour trying resolve this even calling xxxx xxxx phone verifying approved assistance equaling missed payment meantime received statement <NUM> interest rate effective xxxxxxxx still waiting answer phone xxxx xxxx another rep called yesterday day finally spoke xxxx xxxxxxxx said rate would change would need make payment could send offer again missed xx month xx limit asked exactly much payment need today applied told <NUM> different amount <NUM><NUM><NUM><NUM><NUM><NUM> <NUM><NUM><NUM><NUM><NUM><NUM> <NUM><NUM><NUM><NUM><NUM><NUM> mind you rate already changed informed would getting voucher front ca mortgage relief although know wherher rate would increase would call back xx minute still call answer approved much more never getting clear cut answer explain over asked even review account calling wanted lock rate xxxx started requesting back xxxxxxxx remainder current loan please help this,California,,Closed with explanation
CID87636566,6/15/2023,Credit card or prepaid card,Credit Cards,I_2292291,received text fraudulent charge called phone number text person answered seem legitimate even asked another credit card number verify identity point hung called number back credit card woman spoke said fraudulent charge later night received phone call different man claimed bank abc s fraud department spent <NUM><NUM> hour phone seemed resolved received email next day fraudulent charge called spoke woman able verify conversation night noticed card cancelled yet unsure why cancelled started bank abc fraud claim received letter month later saying claim denied charge made one approved electronic device impossible me,Alabama,35758,Closed with explanation
,,,Mortgage,,xxxx week xxxx xxxx submitted application heloc loan bank abc branch xxxx xxxx initial call xxxx xxxx xxxx xxxx clearly mentioned current active mortgage credit well heloc application applied primary home said concern it started processing application supporting documentation end entire portfolio provided boa within first day via case portal every week would pas by progress file stating overwhelmed application another boa employee xxxx xxxx xxxx apparently charge file update happened reached her week finally quit boa left heloc file hanging there progress file two month reached update xxxx xxxx tell unable move forward file due dti something unable process heloc primary home given opportunity provide additional supporting documentation dti provided exact detail dti wa per calculation even asked closed file without explanation unacceptable stringing along <NUM> month bos xxxx xxxx respond query either xxxx xxxx number xxxx,North Carolina,27519,Closed with explanation
,6/15/2023,"Money transfer, virtual currency, or money service",Remittance,I_1514870,sent <NUM><NUM><NUM><NUM><NUM><NUM><NUM> checking account bank abc fraudulent account xxxx xxxx xxxx xxxx xxxx xxxx xxxxxx<NUM><NUM> supposed title company s seller s account,Arizona,85022,Closed with explanation
CID78472270,6/16/2023,Credit card or prepaid card,Credit Cards,I_4015796,bank abc credit card opened fraudulent made complaint many time company yet helping despite knowing card opened fraudulent card charged off application filed fraudulently know person responsible this mentioned everything company yet deleted report credit,New Jersey,7407,Closed with explanation
CID80439599,6/16/2023,Checking or savings account,CASA,I_2611782,opened bank account bank abc <NUM> week ago personal checking newer job wanted new account direct deposit <NUM><NUM> year ago friend owned small business unfortunately due covidxx forced lay everyone close company time ago bank account emptied pay bill could company limited liability entity last year received call boa regarding balance owed credit card explained detail unemployment simply money left pay time understood noted account heard since boa state sent numerous piece mail since regarding debt proof delivered me sent certified fast forward <NUM> week ago went check account pay rent car note removed without warning <NUM>xx<NUM><NUM><NUM> bank account leaving <NUM><NUM><NUM><NUM><NUM> almost threw up started working take care disabled mother help family fine print something signed opening checking account removed almost every dollar name attempting use loophole law technically business credit card categorized consumer credit card state lawful action borrow money pay rent car note stated felt enough money balance however deposit mine even money all friend asked since xxxx account sent money could invest stock him said sure see deposit withdrawal fund made buck assumed fine empty account leave nothing understand whatever signed supposedly gave right however account negative behind car still repayed friend loan know going now company preying probably others debt due covidxx pandemic thing bad enough people large company like preying less fortunate want money returned me happy try make payment arrangement done done completely inappropriate also contacted state attorney office delaware regarding matter begging assistance office give disgusting display power boa hurt badly pandemic possession illgotten monies unlawfully removed personal checking account company long history numerous class action lawsuit fact lost due fraudulent behavior kind paying million dollar account holder nefarious way help,Maryland,21202,Closed with explanation
,6/16/2023,,,I_3648593,xxxxxx<NUM><NUM> purchased item xxxx totaling xx<NUM><NUM><NUM> requested refund day xxxx xxxx advised wait item arrive ship back order refund process begin xxxxxxxx item received back processed advised allow <NUM> day see post bank abc account xxxxxxxx called back xxxx customer service see error made refund due fact received yet confirmed refund date xxxxxx<NUM><NUM> waited little longer xxxxxxxx decided file claim bank abc refund obviously coming thought within <NUM> hour claim submission bank abc partial refund xxxx came xx<NUM><NUM><NUM> due refund full bank actively looking situation decided leave everything let investigate xxxxxxxx noticed bank abc issued took back credit adjustment xx<NUM><NUM><NUM> within minute hour documentation amount xx<NUM><NUM><NUM> taken back bank abc removed leaving credited amount listed transaction showing credit paid fund actually deposited account called customer service bank abc let know happened refused believe transaction listed proving fund removed deposited made feel completely insane xxxxxxxx bank abc took xx<NUM><NUM><NUM> account labeled xxxx thought incredibly funny amount took amount xxxx refunded back xxxxxxxx point clear bank abc stealing money right account called it told took credited account xxxx back xxxxxxxx company already refunded xxxxxxxx told credit adjustment reversed proof xxxx claimed deposited never given made look like wa still cant find transaction listed account anywhere showing adjustment reversal take screenshot reversal transaction would absolutely proof stealing fund lying again completely removed reversal transaction accountand statement notice email sent showing even took place like said proof transaction day credited reversed account overdrawn illegally debited account little bit money survive stolen process lose job cant travel food snatched money right hand debt account overdrawn <NUM><NUM><NUM><NUM> total bank abc effectively stolen <NUM><NUM><NUM><NUM><NUM> whats really needed messed money refunded back xxxx bank stole actually xx<NUM><NUM><NUM> spent day make purchase actually little <NUM><NUM><NUM><NUM><NUM> stolen course month lose source income someone decided take whatever want cant continue feed family hard earned money taken bank refusing give back,West Virginia,25705,Closed with monetary relief
,6/16/2023,Credit card or prepaid card,Credit Cards,I_2992170,shocked reviewing credit report found <NUM><NUM> day late payment reported xxxx xxxx xxxx xxxx sure happened believe made payment received statement thought statement didnt reach me,Texas,75068,Closed with explanation
CID96848573,,"Money transfer, virtual currency, or money service",Remittance,I_6329587,xxxxxx<NUM><NUM> xxxx xxxx xxxx wire bank abc <NUM><NUM><NUM><NUM><NUM><NUM><NUM> net proceeds sale home today xxxxxxxx wire gone through talk bank several time call every where apparently missing xxxx xxxx checking account since xxxxxxxx escrow company u tying collect money could body help u powerless powerful institution move house ha money next house xxxx thank much help,,92091,Closed with non-monetary relief
CID90239975,6/16/2023,"Money transfer, virtual currency, or money service",Remittance,I_7597634,due nonusresident status difficulty credit ard using money transfer bank abc account close account bank abc assured easiest way get chek final amount money account previously problem xxxx live specificly asked bofa supervisor transfer money reassured simplest way getting money received check dated xxxxxx<NUM><NUM> recently non bank could cash it also asked bank look find way get money asked bofa remedy issue lonely ansqwer got help me check expires <NUM>xx day issue date so affraid bofa take leftover money forever spent day phone bofa employee irritates still help would like money back compensation time spent phone,,,Closed with explanation
CID80697745,6/16/2023,Checking or savings account,CASA,I_3648593,left exhusband girlfriend cousin open several bank xxxx drafted name cant even open account stole identity even received unemployment name get mail going xxxx auntie house many account crazy telling name social,Georgia,31701,Closed with explanation
,6/16/2023,"Money transfer, virtual currency, or money service",Remittance,I_1514870,victim fraudulent wire transfer xxxxxx<NUM><NUM> fund transferred bofa personal account fraudulent xxxx xxxx account following day xxxxxx<NUM><NUM> fraudulent activity realized appropriate action taken retrieve fund bofa fraud claim submitted bofa bofa contacted xxxx xxxx recall wire transfer shortly after since then update regard case minimal best bofa analyst handled claim yet contact request made multiple time i then requested call bofa supervisor contact me yet happen either contact xxxx xxxx multiple time give information well feel case stagnant minimal effort placed retrieve fund call bofa fraud department always told request made xxxx xxxx retrieve fund update provided frustrating life is essence put hold resolved feel customer service provided bofa poor best assistance motivating bofa resolve matter would much appreciated,California,91711,Closed with monetary relief
CID66655687,6/16/2023,Debt collection,Loans,I_4465367,credit card issued bank abc closed account went abroad middle xxxx however someone charge amount account closure aware charge collection year back country xxxx year contacted boa information charge amount plus interest <NUM><NUM><NUM><NUM> account already closed per request commented others still charge account even closed receive communication phone call mail email abroad collection late payment reported <NUM> credit bureau huge impact credit score order minimize impact paid balance xxxx also filed dispute credit bureau record boa simply updated status paidoff without deleting late payment collection record,Massachusetts,,Closed with explanation
CID52730440,6/16/2023,Credit card or prepaid card,Credit Cards,I_6355741,xxxx xxxx went bank withdraw <NUM><NUM><NUM><NUM><NUM><NUM> every <NUM><NUM> day informed insufficient fund according record somewhere xx<NUM><NUM><NUM><NUM><NUM> xx<NUM><NUM><NUM><NUM><NUM> immediately called number xxxx card filed claim last withdrawal made account xxxx<NUM><NUM> told call <NUM><NUM><NUM><NUM><NUM><NUM> withdrawn every day account wiped out told would take <NUM><NUM> <NUM><NUM> day research called back week later told needed file police report immediately did xxxx xxxx police department report xxxx faxed fraud division b a filing report told xxxx xxxx numerous case branch xxxx xxxx fact skimmer taken atm report happy send you b investigating within week wrote back closed case see anything unusual called reopened case even info gave skimmer police report closed case without investigating anything xxxx xxxx asked bring copy statement time noticed <NUM> fraudulent transaction totaling additional <NUM><NUM><NUM><NUM><NUM><NUM> occurred atm b branch town called xxxx never been b opened second case <NUM><NUM><NUM><NUM><NUM><NUM> within <NUM> day sent letter closing case time initially called xxxx<NUM><NUM> immediately sent replacement card time chip within week so sent letter telling blocked new card possible fraudulent activity card hacked made sense turning claim investigation yet block new card day never sent replacement card total xx<NUM><NUM><NUM><NUM><NUM> stolen account fortunately detective case offered work get money back report identifies actuality many others hacked skimmer atm transaction made account business xxxx xxxx last <NUM><NUM> year xxxx year old sent statement b signed penalty perjury copy letter received b treated unfairly willing take lie detector test mean move along covid hit lay employee keep door open went xxxx business closed fortunately vaccine came along started business pay much attention account always knowing money safe bank xxxx xxxx sent email going try help get money bank need someone pay attention realize pattern money taken usual pattern fact validated police report b aware skimmer send report anything else would move along thank help give me,California,91340,Closed with explanation
CID88760633,6/16/2023,Checking or savings account,CASA,I_3648593,scammed scam able access bank account phone scam emptied account soon realized happened reached bank filed claim gave detail including phone number used scam contact also filed police report told wait answer <NUM><NUM> day nothing else received letter completely shock like consider thing told happened amy information response cold blunt blunt insinuating caused problem ladder unprofessional simply told would unfortunately refunding money turn tell followed instruction given true saying therefore error wanted proceed contact person ive sent money absurd idea scammer anything money except need money desperately took me xxxx xxxx living one single income xxxx money took income month bill grocery,Georgia,,Closed with explanation
CID74651878,6/16/2023,Checking or savings account,CASA,I_3648593,xxxx<NUM><NUM> received paper check xxxx xxxx xxxx first payroll check employer deposited check amount <NUM>xx<NUM><NUM><NUM> bank abc atm xxxx xxxx xxxx xxxx fl verify screen amount correct receipt printed amount <NUM><NUM><NUM><NUM><NUM> immediately called bank abc number atm took several attempt get speak anyone gave information person phone advised would dispute system saturday said nothing could done advised would <NUM><NUM><NUM><NUM> day could access fund advised acceptable fdic requires fund accessible would take <NUM><NUM> day requested check returned stub verify amount check flagged check fraud bank abc needed time investigate amount check request check returned could wait access fund tuesday xxxxi entered bank abc branch location associate told branch manager could help fill official complaint available return hour later told manager still arrived wednesday xxxx<NUM><NUM> called bank abc given explanation xxxx xxxx information check could verified check destroyed requested supervisor file complaint waited addition <NUM><NUM> minute xxxx xxxx informed research original claim xxxx xxxx holding fund also stated fund would xxxx<NUM><NUM> xxxx advised call xxxx obtain electronic transfer fund called xxxx xxxx xxxx informed problem bank abc fund check allocated feel betrayed rent check returned fear evicted checking account <NUM><NUM> year want fund released immediately flagged account convenience nothing fraudulent check automatic deposit start xxxx<NUM><NUM> also filling complaint office comptroller currency federal deposit insurance corporation office inspector general believe business practiced avoid compliance federal deposit insurance act,Florida,32301,
CID77906098,6/16/2023,"Credit reporting, credit repair services, or other personal consumer reports",Credit Reports,I_1812036,already summit complain paid credit card bank abc one contacted told paid interest rate xxxx moth app show amount paid xxxx want certification bank abc said paid credit card extra charge also want report xxxx xxxx credit card number xxxx,Texas,77057,Closed with monetary relief
,,,Credit Cards,I_6811189,valued customer received letter bank abc suggesting switch bank am unlimited cash reward card make switch get xx<NUM><NUM><NUM> cash reward bonus spend least <NUM><NUM><NUM><NUM><NUM><NUM> purchase made xxxxxxxx xxxxyour current account number credit line stay same signed switch xxxxxxxx confirmed xxxxxxxx balance <NUM><NUM><NUM><NUM><NUM><NUM> card called confirmed met requirement offer xxxxxxxx told wait statement credit show account never showed xxxxxxxx sent feedback electronic form copy marketing piece noting direction followed them bank am associate told phone call done everything correctly subsequest follow call assoc told wait till xxxxxxxx start making purchase another phone conversation told made purchase early account number purchase made xxxxxxxx switching card never easier not,Wisconsin,53072,Closed with monetary relief
CID75989831,6/16/2023,Credit card or prepaid card,Credit Cards,I_2292291,chronology situation bank abc xxxxxxxx checked online account bank abc noticed xxxxxxxx transaction <NUM><NUM><NUM><NUM><NUM><NUM> ach payment refund reference number xxxx related xxxxxxxx payment <NUM><NUM><NUM><NUM><NUM><NUM> payment made pay xxxxxxxx bill reference number xxxx checked wife <NUM><NUM><NUM><NUM><NUM><NUM> transaction knew nothing it immediately contacted bank abc xxxx pm xxxx finally got through advised customer representative neither wife requested transaction fraudulent difficulty explaining money went requested transaction confirmed go back bank xxxx xxxx xxxx xxxx xxxx referred bank abc fraud department spoke customer representative apologetic stumbled rambled time indicating money would refunded bank abc account within <NUM> <NUM> day letter follow mail spent xxxx minute speaking various representative waiting hold checked account online next several day transaction never reversed saturday xxxxxxxx xxxx pst called bank abc contacted customer service bounced around representative included fraud department xxxx minute bounced around told bank abc considered matter closed going reverse charge letter would come mail stating letter dated xxxxxxxx case number xxxx told wanted dispute finding needed come person bank abc branch present photo id many fraud indicator associated issue resolve phone following monday xxxxxxxx xxxx attempted contact customer service wife drove u bank abc branch xxxx xxxx xxxx xxxx xxxx wa xxxx stayed hold xxxx minute never got through bank abc met xxxx xxxx sat u office contacted customer service herself verified customer service providing proper information company employee identification number etc prove said wa addition verified identity self wife current washington driver license id spent hour half going back forth bounced around customer service last representative spoke named xxxx advised u money sent xxxx bank advised u several call xxxxxxxx regarding attempt transfer money xxxx bank bank abc account several note system indicating fraud suspected phone call transaction finally approved caller cvv code back card noted one text phone call email ever received wife regarding transaction question representative indicated transaction would reversed within <NUM> <NUM> day filed complaint behalf xxxxxxxx wife called follow issue two phone call first one lasted one hour seventeen minute thirtytwo second call eventually dropped hold long one coming back line second call lasted one hour twenty six minute thirty eight second wife spoke xxxx tennessee first xxxx xxxx xxxx spelled phonetically finally xxxx may one person xxxx xxxx entire time spent telling wife needed talk different department department sending yet somewhere else back prior department told no fraud need talk existing fraud no existing fraud credit card no existing fraud bank account back existing fraud credit card round round without ever getting right department every person seemed able see note issue one could offer anything <NUM><NUM><NUM><NUM><NUM><NUM> still showing account xxxxxxxx transaction reversed question question asked verify caller identity routing number used bank money sent to account number used bank money sent to recorded conversation regarding requested transaction alert sent either wife via text phone email please contact xxxx xxxx xxxx xxxx xxxx,Washington,98012,Closed with monetary relief
CID61407535,,,,I_7000941,agreement bank abc phone recorded conversation well happen end last month xxxxxxxx got letter state closing credit card account ending xxxx result agreement part agreement want account closed made payment according agreement withdraw amount specific letting agent woman duplicating withdraws did note agent professional polite person bank abc recent year still mistake withdrawing done closing account mention conversation requesting please close account prefer decline offer affecting credit even though even social security number balance paid agreed full please return duplicated withdrawal bank abc account xxxx letter transaction detail included complaint,Arizona,85064,Closed with explanation
CID56840349,,"Money transfer, virtual currency, or money service",Remittance,I_6729142,xxxxxxxx transfer <NUM><NUM><NUM><NUM><NUM> bank abc account xxxx account several day passing by noticed transfer never made account immediately contacted xxxx filed claim also bank abc xxxxxxxx another transfer <NUM><NUM><NUM><NUM><NUM> bank abc xxxx thing happened transfer never made xxxx account step filing claim bank uploaded supporting documentation show money bank abc account also uploaded xxxx statement show fund never made xxxx account surprise xxxxxxxx xxxx bank abc authorized fund reversal xxxx amount <NUM><NUM><NUM><NUM><NUM> <NUM><NUM><NUM><NUM><NUM> xxxx putting account negative contacting xxxx informed would contact bank abc since authorized fund reversal numerous week told one thing hung multiple time spoke supervisor named xxxx xxxxxxxx xxxx arkansas informed me recorded line bank abc authorize fund reversal since end showed xxxx completed transaction xxxx account told xxxx understand made sense fund never deposited xxxx account would bank abc fund reversal said showed completed bank abc account uploaded statement document showing yes although transaction completed fund never made destination therefore fund reversal lost <NUM><NUM><NUM><NUM><NUM> xxxx informed claim closed nothing else bank abc willing do xxxx told since issue happened bank abc nothing could do exhausted every possible avenue could bank neither willing admit fault situation want money returned back xxxx certain transfer never got deposited xxxx xxxx agent suggests glitch system however glitch cost family great amount pain struggle,Texas,75036,
CID58243889,6/17/2023,Checking or savings account,CASA,I_6431567,bank abc opening bank account name multiple others fraud would others info added opened account name correct data thing xxxx xxxx opened account show increase liquidity also happened bos couple others,Pennsylvania,15106,
CID51363087,6/17/2023,,CASA,I_3648593,mobile deposited check business account bank abc someone business xxxx xxxx xxxx xxxxxxxx per contract agreement suddenly xxxxxxxx bank abc withdrew fund checkaccount said duplicate called bank abc xxxx time ask duplicate one deposit check showing ledger given various answer fund never credited back account finally representative bank abc told xxxx xxxx stole expired check deposited check account thats bank abc mistakenly withdrew fund account however refuse correct mistake tell me ironically cant withdraw fund account reported xxxx xxxx authority bank abc refuse correct mistake depositing expired check wrong person account add entire situation check clearly written it originator business name xxxx xxxx xxxx xxxx business name xxxx xxxx xxxx xxxx fund again deposited business account xxxxxxxx image stolen check bank abc police report number well below wanted list false information provided various boa representative <NUM> im putting dispute fixed never happened <NUM> dont know duplicate showing knew along refused tell me <NUM> fund sent back originator account bank requested dont require verification that bank statement owner xxxx xxxx xxxx xxxx xxxx never received fund back account still currently xxxx account thief associate thief <NUM> cant take fund person account clearly removed account,South Carolina,29707,Closed with explanation
CID84027727,6/17/2023,Checking or savings account,CASA,I_3510635,week ago went atm bank tried withdraw fund told could perform transaction time so went bank abc address issue suggested open another checking account first one detected form fraud so bank infinite wisdom closed account put direct deposit auto pay jeopardy one called tell found myself want bank abc nevada understand messing somebody livelihood this therefore would like file complaint bank abc nevada,,89121,Closed with explanation
CID56989635,6/17/2023,"Credit reporting, credit repair services, or other personal consumer reports",Credit Reports,I_8801555,xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx xxxx ny xxxx xxxx bank abcxxxx xxxx xxxx xxxx xxxx xxxx tx xxxx xxxxxx<NUM><NUM> xxxx mail demand letter may concern xxxx xxxx xxxx natural person consumer original creditor pursuant xx usc xx<NUM><NUM>a demand remove late payment account xxxx advise pursuant xx usc xx<NUM><NUM>b b creditor may treat payment credit card account open end consumer credit plan late purpose unless creditor adopted reasonable procedure designed ensure periodic statement including information required section xx<NUM><NUM> b title mailed delivered consumer later <NUM><NUM> day payment due date b grace period open end consumer credit plan provides time period within obligor may repay portion credit extended without incurring additional finance charge additional finance charge may imposed respect portion credit extended billing cycle period part unless statement includes amount upon finance charge period based mailed delivered consumer later <NUM><NUM> day date specified statement payment must made order avoid imposition finance charge also pursuant xx usc xx<NUM><NUM> l term credit card mean card plate coupon book credit device existing purpose obtaining money property labor service credit term accepted credit card mean credit card cardholder requested received signed used authorized another use purpose obtaining money property labor service credit notifying writing would like late payment removed immediately also demanding refrain ever reporting another late payment future wise hope comply issue resolved handled amicably accordance fair credit reporting act bank abc account xxxx violated right xx usc xx<NUM><NUM> section <NUM><NUM><NUM> state right privacy xx usc xx<NUM><NUM> section <NUM><NUM><NUM> section <NUM> also state consumer reporting agency furnish account without written instruction kind regard xxxx xxxx xxxx xxxx cfpb cc ftc cc attorney general,New York,11204,Closed with explanation
CID63917137,6/17/2023,,Credit Cards,I_4015796,received unsolicited credit card xxxxxxxx bank abc told would receive letter stating account closed fraudulent never received letter xxxx week later called back nothing initiated end completely unhelpful resolving matter company saying take <NUM><NUM> day investigate currently process purchasing home may impact interest rate clearly unsolicited credit card part bank xxxx xxxx recent data breach would stupid enough open new credit card escrow and xxxx xxxx bank abc card would stupid enough fly xxxx xxxx,Oregon,97233,
CID80620550,,Checking or savings account,CASA,I_3648593,access fund merrill lynch brokerage account blocked approximately two week tried access account balance around xxxxxx<NUM><NUM> find account blocked received notice access fund would blocked xxxx minute wait time hold spoke customer service agent merrill told account blocked merrill needed update contact information secondary account owner wife thought absurd blocked access money administrative task complete also information current bank xxxx xxxx account hold provided information agent stated block fund would removed one week later xxxxxx<NUM><NUM> account still blocked made several attempt contact merrill customer service again <NUM><NUM> minute hold finally spoke another customer service agent said information current could see reason block account escalated issue finally able get block removed xxxxxx<NUM><NUM> brokerage account <NUM><NUM> year first time ever lost access fund think merrill frozen access fund account due administrative deficiency would like cfpb look practice merrill lynch discontinue practice,North Carolina,28139,
CID52372245,6/17/2023,Credit card or prepaid card,Credit Cards,I_4015796,submitted application credit card xxxxxxxx heard nothing bank abc called xxxxxxxx advised application held review needed confirm identity prevent fraud confirmed identity sent credit advised would approve issue credit card never received anything called xxxxxxxx approved addition advised decision credit pulled <NUM><NUM> day ago unfroze credit called back xxxxxxxx advise credit unfrozen spoke analyst advised pulled credit sent confirm identity prevent fraud week past heard nothing called back xxxxxxxx confirmed identity yet sent credit department again learn approved requested hard inquiry credit review application point calling <NUM>x given runaround longer trust customer service all appalled would treat long time customer bank ever banked with preferred customer superior credit score approve application <NUM> month debating leaving bofa xxxx suggest colleague financial service industry work utilize credit card bofa credit card due horrendous customer service,Tennessee,37027,Closed with explanation
CID81608864,6/17/2023,,CASA,I_6431567,xxxx<NUM><NUM> advised representative xxxx xxxx xxxx bank abc someone opened affiliated investment account merrill lynch using name ad social security number account opened xxxx<NUM><NUM> already closed spoke xxxxxxxx xxxx xxxx xxxx xxxx advised located closed account different name social security number opened fraud complaint instructed file complaint website freeze credit account three credit reporting bureau,California,92646,Closed with explanation
CID73973369,6/17/2023,Debt collection,Loans,I_4465367,received notice wage garnishment xxxx employer stated received writ garnishment order xxxxxx<NUM><NUM> required employer begin deduct wage payday writ garnishment filed magistrate court xxxx county <NUM><NUM> every paycheck confused received notice sent xxxx already started garnishment next paycheck receive tomorrow xxxxxx<NUM><NUM> able look case filed xxxx county filed xxxx xxxx assignee fia card service xxxx never received summons phone call form contact either company despite record showing summoned xxxxxx<NUM><NUM>,Georgia,30339,Closed with explanation
CID71020662,,Checking or savings account,CASA,I_3648593,received paycheck day late needed pay bill day went issuing bank xxxx xxxx xxxx xxxx cashed check went directly bank abc atm xxxx xxxx branch went cash deposit process deposited approximately <NUM>xx<NUM><NUM><NUM> machine taking while changed screen saying unable count deposit due technical difficulty took another screen asked give estimate total deposit wrote xxxx deposited <NUM><NUM><NUM><NUM><NUM> account received receipt claim number call filed report told itd day two still havent received money since overdrafted account late important bill quick internet search revealed happens quite frequently people dont always get money back id like see atm footage depositing cash missed paycheck would really mess life,Pennsylvania,19148,Closed with monetary relief
